Ranking,University Name,Teaching quality,Student experience,Research rating,Entry points,Graduate prospects,Total score,Free
1,剑桥大学University of Cambridge,78.5%*,81.2%*,78.3%,242,84.0%,100.0,免费评估
2,牛津大学University of Oxford,,,70.8%,236,93.4%,99.0,免费评估
3,拉夫堡大学Loughborough University,96.1%,93.7%,41.8%,173,95.9%,97.0,免费评估
4,帝国理工学院Imperial College London,70.9%,80.1%,62.3%,216,82.8%,93.6,免费评估
5,谢菲尔德大学The University of Sheffield,82.4%,88.2%,41.0%,162,95.7%,92.5,免费评估
6,埃克塞特大学University of Exeter,93.3%,89.0%,36.4%,144,87.8%,91.1,免费评估
7,伯明翰大学University of Birmingham,81.7%,81.3%,49.3%,166,83.7%,90.5,免费评估
8,斯旺西大学Swansea University,83.6%,84.0%,45.5%,130,95.0%,90.3,免费评估
9,曼彻斯特大学The University of Manchester,81.4%,79.9%,36.4%,177,74.6%,87.3,免费评估
10,伦敦大学玛丽女王学院Queen Mary University of London,63.3%,67.6%,40.0%,147,76.4%,80.7,免费评估
11,德蒙福特大学De Montfort University,91.2%,83.6%,12.5%,124,65.8%,80.2,免费评估
12,伯明翰城市大学Birmingham City University,88.4%,82.8%,,123,77.3%,80.1,免费评估
13,谢菲尔德哈莱姆大学Sheffield Hallam University,74.6%,77.2%,17.8%,121,76.1%,78.8,免费评估
14,新白金汉大学Buckinghamshire New University,84.8%,74.1%,,138,55.0%,74.7,免费评估
15,哈德斯菲尔德大学University of Huddersfield,64.3%,55.0%,10.2%,118,46.9%,66.6,免费评估
